web-scraper-order,web-scraper-start-url,pages,pages-href,ads,ads-href,title,amount,location,Unit Type,Bedrooms,description,size
"1585066089-412","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Royal View Apartments - One Bedroom Apartment for Rent","https://www.kijiji.ca/v-apartments-condos/calgary/royal-view-apartments-one-bedroom-apartment-for-rent/1481775635","Royal View Apartments - One Bedroom Apartment for Rent","$1,201.00","1320 16 Avenue SW, Calgary, AB, T3C 3S6(View Map)","null","null","One Bedroom","620"
"1585064641-53","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","* roommate wanted May 1 * 2 bedroom 1 bathroom apartment / condo","https://www.kijiji.ca/v-apartments-condos/calgary/roommate-wanted-may-1-2-bedroom-1-bathroom-apartment-condo/1492636301","* roommate wanted May 1 * 2 bedroom 1 bathroom apartment / condo","$625.00","1616 1 St NE, Calgary, AB T2E 3B7, Canada(View Map)","null","null","* serious inquires only *
Your central location offers a great variety of restaurants, fitness facilities and shopping all within walking distance. Walking and biking paths are abundant and can take you straight to the CORE. There are also direct Calgary Transit routes down Centre Street or Edmonton Trail. The building will offer amenities from coffee shops to fitness uses.","700"
"1585066830-506","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","1","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","STYLISH, RENOVATED GROUND FLOOR BACHELOR (STUDIO) WITH","https://www.kijiji.ca/v-apartments-condos/calgary/stylish-renovated-ground-floor-bachelor-studio-with/1493788409","STYLISH, RENOVATED GROUND FLOOR BACHELOR (STUDIO) WITH","$885.00","1631 4 St NW, Calgary, AB T2M 2Z1, Canada(View Map)","null","null","HIGH QUALITY, STYLISH, BRIGHT, SPACIOUS, MODERN, GROUND FLOOR BACHELOR (STUDIO) SUITE, THAT HAS BEEN RECENTLY RENOVATED WITH NEW LUXURY LAMINATE FLOORING, SPA LIKE COLOR PALATE, NEW WINDOW COVERINGS, LIGHT FIXTURES and TALL BASE BOARDS.
SUITE ALSO FEATURES A LARGE OPEN KITCHEN, PRIVATE OUTDOOR PATIO AND A BUILT IN MURPHY BED.
Located in the much sought after area of ROSEDALE.
Is available IMMEDIATELY
Current rent has been reduced to $885
This reduced rent IS IN ADDITION TO FREE HEAT, WATER AND BIKE STORAGE as well assigned energized parking (based on availability) and a GREAT ON SITE CARETAKER for your added convenience.
ALSO SAVE $1145.55 A YEAR ON TELUS HDTV AND WIFI PACKAGE AND PAY AN AMAZING $523.95 INSTEAD OF TELUS REGULAR RATE OF $1669.50, FOR THE ENTIRE YEAR!
Walk or bike anywhere. Five minute drive to downtown or a 20 minute walk, 10 minute walk to SAIT or 15 minute drive to Uof C. Bus stops right outside the front door. This is a quiet, long term residential, non-smoking building (which means NONE OF THE RESIDENTS SMOKE ANYTHING AT ALL....PERIOD, BE THAT INSIDE OR OUTSIDE, no pets and no parties.","345"
"1585064731-77","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","** Prime SunAlta Beltline Location w/Free Underground Parking **","https://www.kijiji.ca/v-apartments-condos/calgary/prime-sunalta-beltline-location-w-free-underground-parking/1492791139","** Prime SunAlta Beltline Location w/Free Underground Parking **","$1,050.00","1602 11 Ave SW, Calgary, AB T3C 0N2, Canada(View Map)","null","null","Clean 1 Bedroom apartment in a quiet building with concrete floors.
•	1 block from SunAlta West LRT station.
•	Rent includes secure, underground heated parking – assigned stall
•	Prime location - close to shopping, Downtown, Bow River and 17th Avenue
•	Large kitchen with refinished cabinets
•	New paint throughout
•	Four appliances including dishwasher, microwave and new stainless steel fridge
•	Large balcony
•	Laundry facilities with smart card
•	Elevator for easy move-in
•	In-suite storage room, additional storage lockers in basement
•	Secure building with card access security system, camera monitoring
•	Mens/womens sauna
•	Dedicated visitor parking
•	Secure bike storage room
•	Great building with completely renovated exterior and interior
•	Deal directly with the Owner, not a Management Company
•	Non-smoking, no pets
•	Available: Immediately
** Contact via email or call (587) 968-8010 **","550"
"1585066430-464","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","11","https://www.kijiji.ca/b-apartments-condos/calgary/page-11/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","COLOURS CONDO - RARE NE CORNER UNIT - 1 BR + DEN - DOWNTOWN VIEW","https://www.kijiji.ca/v-apartments-condos/calgary/colours-condo-rare-ne-corner-unit-1-br-den-downtown-view/1492312500","COLOURS CONDO - RARE NE CORNER UNIT - 1 BR + DEN - DOWNTOWN VIEW","$1,850.00","135 13 Ave SW, Calgary, AB T2R 0W8, Canada(View Map)","null","null","Great NE Corner Unit Available in the Colours Condo on the 14th floor! Unobstructed Full Downtown Views","740"
"1585066114-419","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Beautiful 3 bdrm Main floor suite with wood burning fireplace","https://www.kijiji.ca/v-apartments-condos/calgary/beautiful-3-bdrm-main-floor-suite-with-wood-burning-fireplace/1491827270","Beautiful 3 bdrm Main floor suite with wood burning fireplace","$1,475.00","3203 Kenmare Crescent SW, T3E4R4, Calgary, AB(View Map)","null","null","Beautiful 3 bdrm main floor suite for rent in Killarney. Walking Distance to schools, shopping, MRU and Westbrook LRT. Pets and children welcome. Private and fully fenced back yard. Wood burning fireplace. Will offer high speed internet with unlimited data and 6 package of channels on Cable for $70 per month. ($50 savings)","1,125"
"1585065125-176","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","20","https://www.kijiji.ca/b-apartments-condos/calgary/page-20/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Central Core 2 Bedroom Apartment- Incentives!","https://www.kijiji.ca/v-apartments-condos/calgary/central-core-2-bedroom-apartment-incentives/1463950594","Central Core 2 Bedroom Apartment- Incentives!","$1,350.00","505 4 Ave SW, Calgary, AB T2P 0J7, Canada(View Map)","null","null","Save $50 each month on your rent if you sign a 1 year lease
If you are seeking a great value central core location for your suite requirements, London House would be a perfect location as the property is situated in the heart of downtown Calgary. Its proximity to bicycle paths, restaurants, cafes, Stampede grounds, shopping centres, as well as other amenities, businesses and services would allow for carefree living during your stay in Calgary. London House has a significant advantage over many other centrally located apartment buildings due to its accessibility to the Plus 15 System.","850"
"1585065066-161","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            ISO: 2 bedroom furnished apartment downtown Calgary","https://www.kijiji.ca/v-apartments-condos/calgary/iso:-2-bedroom-furnished-apartment-downtown-calgary/1488333222","Wanted: ISO: 2 bedroom furnished apartment downtown Calgary","Please Contact",", T2T 0B8, Calgary, AB(View Map)","null","null","My roommate and I are moving from Ontario to Calgary for our internship positions. We need easy access to downtown, where we'll be working. Looking for something fully furnished, beginning in May, for 16 months. Preferably less than $1900 a month, total.
Thanks in advance!","900"
"1585066016-395","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","TUXEDO TOWNHOUSE w DOUBLE GARAGE BRIGHT CLOSE TO DOWNTOWN","https://www.kijiji.ca/v-apartments-condos/calgary/tuxedo-townhouse-w-double-garage-bright-close-to-downtown/1490249274","TUXEDO TOWNHOUSE w DOUBLE GARAGE BRIGHT CLOSE TO DOWNTOWN","$1,550.00","119 23 Ave NE #2, Calgary, AB T2E 1V6, Canada(View Map)","null","null","BRIGHT and LARGE TUXEDO 2 BD townhouse
Close to downtown and Linas Italian Market
double attached garage
front and back entrances
large windows and corner gas fireplace in living room
full bright kitchen with all appliances and tons of cabinet and closet storage.
washer and dryer included
2 large bedrooms and large upstairs main bath with soaker tub
walk in closet in master and separate balcony off master
half bath on main","1,200"
"1585069481-565","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","8","https://www.kijiji.ca/b-apartments-condos/calgary/page-8/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","South West Apartment For Rent | 626 57 Ave SW","https://www.kijiji.ca/v-apartments-condos/calgary/south-west-apartment-for-rent-626-57-ave-sw/1460811862","South West Apartment For Rent | 626 57 Ave SW","$1,225.00","626 57 Ave SW, Calgary, AB, T2V 0H4(View Map)","null","null","Chinook Place is a Calgary apartment building located in the residential community of Windsor Park. Situated in the SW these Windsor Park apartments are located a block away from Chinook Mall near MacLeod Trail & Glenmore Trail SW along Elbow Drive.","Not Available"
"1585065632-295","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","killarney 2 bedroom suite for rent","https://www.kijiji.ca/v-apartments-condos/calgary/killarney-2-bedroom-suite-for-rent/1489444169","killarney 2 bedroom suite for rent","$1,000.00","2824 30 St SW, Calgary, AB T3E 2M5, Canada(View Map)","null","null","2 bedroom Killarney suite for rent. Suite offers , shared Laundry, Gas BBQ, Fridge, Stove, and microwave. Rental is close to Mount Royal University, shopping, grocery, pubs, LRT and Bus access. Killarney is close proximity to downtown and Marda Loop area is right around the corner. There is a lard private back yard with fire pit. Street parking only. tenants pay 40% utilities. DD $1000","850"
"1585065682-307","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Lower Mount Royal Townhouse Available May 31/20","https://www.kijiji.ca/v-apartments-condos/calgary/lower-mount-royal-townhouse-available-may-31-20/1489801735","Lower Mount Royal Townhouse Available May 31/20","$1,700.00","T2T3L6, Canada(View Map)","null","null","Available May 31/2020
2-1/2 level townhouse; 2bedrooms +Den with a roof deck off the Den and a balcony off the dining room.
Corner unit comes with one U/G parking stall.
Just off 17ave SW, Great location, with easy access to transit.
Text Max for a viewing 780-242-8006","1,300"
"1585065666-304","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2 bedroom main floor Bankview","https://www.kijiji.ca/v-apartments-condos/calgary/2-bedroom-main-floor-bankview/1489676956","2 bedroom main floor Bankview","$1,200.00","2603 15a St SW, Calgary, AB T2T 4B9, Canada(View Map)","null","null","2 bedroom, newly renovated, hard wood floors, large backyard, parking space utilities negotiable. Must See
Call Nancy 403-540-9620","1,000"
"1585066475-475","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","11","https://www.kijiji.ca/b-apartments-condos/calgary/page-11/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Inner city bungalow for rent","https://www.kijiji.ca/v-apartments-condos/calgary/inner-city-bungalow-for-rent/1492446099","Inner city bungalow for rent","$1,200.00",", Calgary T2T4K6 AB, Canada(View Map)","null","null","Detached bungalow for rent in Bankview, available April 1st. $1200/mo + utilities.","732"
"1585066020-396","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            LOOKING TO RENT..!!!","https://www.kijiji.ca/v-apartments-condos/calgary/looking-to-rent/1491510179","Wanted: LOOKING TO RENT..!!!","$1,000.00","St SW, Calgary, AB T3E 1W7, Canada(View Map)","null","null","Looking to rent a main floor of an upper-level home or a whole house. The tenants consist of me and my fiance and our friends who are another couple. We are all either working or on some type of assistance everybody has a monthly income which we can prove through bank statements and or references. We are all over the age of 28 years old and quiet respectable are clean quiet and respectable individuals. We all have great references and are goal driven ribbon individuals. Our friends have a small hypo dog and we have a one year old cat. They are both they're both spayed and have their shots. And they get along great and are also very calm and well behaved and house-trained. we enjoy living together cause the cut of the cost of rent and we enjoy the the company. Also looking forward to saving some money for the year to potentially purchase a home next year. If you have an upper main floor or a whole house that's anywhere from 1000 to $1,600 a month please feel free to shoot me a message and we can set something up to view the rental. Thanks for reading and hope to hear from you soon. Thank you have a good day.","900"
"1585066504-481","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","11","https://www.kijiji.ca/b-apartments-condos/calgary/page-11/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","House For Rent In Capital Hill NW","https://www.kijiji.ca/v-apartments-condos/calgary/house-for-rent-in-capital-hill-nw/1484645055","House For Rent In Capital Hill NW","$2,399.00","2014 24 Ave NW, Calgary, AB T2M 1Z5, Canada(View Map)","null","null","Gorgeous home for rent in Capital hill NW.
This is a 3 bedroom+den 2 story home close to university, large back yard and perfect for a Family, Shopping Center. 2 car garage, Nice Neighborhood. Walking distance to Schools And public Transportation Close by..","2,000"
"1585065258-214","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","DOWNTOWN CALGARY APARTMENT FOR RENT!!!!!!","https://www.kijiji.ca/v-apartments-condos/calgary/downtown-calgary-apartment-for-rent/1485961106","DOWNTOWN CALGARY APARTMENT FOR RENT!!!!!!","$1,500.00","325 3 St SE #325, Calgary, AB T2G 5R1, Canada(View Map)","null","null","Hey, we have an apartment in downtown as soon as you enter from 4th Avenue fly over. It is located on the 12th floor and has an amazing view. It is a one bedroom plus den approximately 764 square feet. Great for students or anyone looking to live in downtown calgary. Amenities are close and underground parking is included for 1 vehicle. Apartment already has a couch and table. For more information please call Sam at 403-667-8786 or Sunny at 587-436-9317","764"
"1585064881-115","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","14","https://www.kijiji.ca/b-apartments-condos/calgary/page-14/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Cube - 2 Bedroom Apartment for Rent","https://www.kijiji.ca/v-apartments-condos/calgary/cube-2-bedroom-apartment-for-rent/1490980554","Cube - 2 Bedroom Apartment for Rent","$1,960.00","1177 11th Ave SW, Calgary, AB, T2R 1K9(View Map)","null","null","Weclome to Cube!","917"
"1585065651-299","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","16","https://www.kijiji.ca/b-apartments-condos/calgary/page-16/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","apartment for rent","https://www.kijiji.ca/v-apartments-condos/calgary/apartment-for-rent/1489530290","apartment for rent","$1,380.00","1053 10 St SW, Calgary, AB T2R 0G3, Canada(View Map)","null","null","newly renovated very clean , furnished, cozy one bedroom apartment in a high rise building downtown Calgary, security, gym, sauna, heated underground parking, COOP right in your door step, train, restaurants, shops, everything is included except internet and WI-FI (not included),please contact. tatiana.jiltsova@yahoo.com","600"
"1585065039-155","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Apartment for rental","https://www.kijiji.ca/v-apartments-condos/calgary/apartment-for-rental/1488030851","Apartment for rental","$2,800.00","1005 5 Ave SW, Calgary, AB T2P 4T9, Canada(View Map)","null","null","Brand new 2 bedrooms, 2 baths plus 1 den condo located in downtown. Quick walk to downtown offices, river pathways and Prince's Island Park. Luxurious finishes and features include gourmet kitchen with built-in fridge, microwave and gas stove, hardwood and carpet floors throughout, and balcony with an awesome view of Rocky Mountain and the Bow River. Other features include Air Conditioning, in-suite laundry, a titled underground parking stall, a titled storage locker and pet friendly wash station.","970"
"1585065861-357","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","15","https://www.kijiji.ca/b-apartments-condos/calgary/page-15/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","1 Bedroom Available In Shared 2bed/1bath Accommodation","https://www.kijiji.ca/v-apartments-condos/calgary/1-bedroom-available-in-shared-2bed-1bath-accommodation/1490479799","1 Bedroom Available In Shared 2bed/1bath Accommodation","$630.00","1919 University Dr NW, Calgary, AB T2N 4K8, Canada(View Map)","null","null","Looking for a single roommate to occupy other bedroom of a 2 bedroom, 1 bathroom apartment only 10 minutes walking distance from the University of Calgary! I'm looking for someone to rent out the other bedroom for May until the end of July. No down deposit needed! This apartment is located on an upper floor and features secure entry, as well as quick access to bus lines (#20, 31, 90, 91, 40, 9, 104) and Banff Trail LRT station. This apartment is very close to Tom Baker Cancer Center, Foothills Hospital, and Alberta Children's hospital. Apartment includes a dishwasher and fully furnished living room with a patio attached. All you have to bring is a bed! Kitchen is fully stocked with baking and cooking ware ready to be used. The apartment is located on the second floor with secure entry and on-premises 24-hour security features. The rental company includes a gym facilties for renters that is included in rent. Rent includes all utilities (with unlimited high-speed internet) for $630.00/month. Parking is available if needed.","860"
"1585066069-407","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            New to Calgary, looking for affordable living!","https://www.kijiji.ca/v-apartments-condos/calgary/new-to-calgary-looking-for-affordable-living/1491698936","Wanted: New to Calgary, looking for affordable living!","Please Contact",", Calgary T2T0H1 AB, Canada(View Map)","null","null","I'm a 30 year old new to Calgary substitute teacher looking for a central location to rent! I'm open to sharing a place, whether an apartment, condo, house, or basement. Hoping not to spend an arm and a leg as work now is pretty inconsistent and I still have SO MUCH student debt I'd rather pay for. I am clean, quiet, and responsible. Enjoy being active and in the outdoors in my spare time! Open to seeing what is out there!","1"
"1585064688-66","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","South West Apartment For Rent | 3908 16 St SW","https://www.kijiji.ca/v-apartments-condos/calgary/south-west-apartment-for-rent-3908-16-st-sw/1482702853","South West Apartment For Rent | 3908 16 St SW","$975.00","3908 16 St SW, Calgary, AB, T2T 4H4(View Map)","null","null","Mainstreet Altadore is located in the SW Calgary community of Altadore near Marda Loop. The property is conveniently located near River Park at the end of 14th Street SW.","542"
"1585065315-229","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Cozy 2 bedrooms downtown apartment wf secured underground parkin","https://www.kijiji.ca/v-apartments-condos/calgary/cozy-2-bedrooms-downtown-apartment-wf-secured-underground-parkin/1486485381","Cozy 2 bedrooms downtown apartment wf secured underground parkin","$1,650.00","711 15 Ave SW, Calgary, AB T2R, Canada(View Map)","null","null","Why looking around when you can live in the best community in Calgary?","780"
"1585065935-373","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","13","https://www.kijiji.ca/b-apartments-condos/calgary/page-13/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","3 BED 1 BATH, PET FRIENDLY FULLY RENOVATED MAIN FLOOR + Garage","https://www.kijiji.ca/v-apartments-condos/calgary/3-bed-1-bath-pet-friendly-fully-renovated-main-floor-garage/1491144680","3 BED 1 BATH, PET FRIENDLY FULLY RENOVATED MAIN FLOOR + Garage","$1,395.00","624 34 Ave NE, Calgary, AB T2E 2K2, Canada(View Map)","null","null","For Rent: 624 34 AV NE - Presented By: Equium Group","1,000"
"1585065275-219","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","19","https://www.kijiji.ca/b-apartments-condos/calgary/page-19/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Wanted:
                            Responsible family of four, WANTING to rent small acreage.","https://www.kijiji.ca/v-apartments-condos/calgary/responsible-family-of-four-wanting-to-rent-small-acreage/1486018449","Wanted: Responsible family of four, WANTING to rent small acreage.","$1,500.00","116 7a St NE, Calgary, AB T2E 0C4, Canada(View Map)","null","null","We are a responsible family of 4 that just moved to Calgary and are wanting to rent a small acreage with a shop on it. Willing to sign a long term lease. Get back to me if you have this.","1,400"
"1585067876-533","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","9","https://www.kijiji.ca/b-apartments-condos/calgary/page-9/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","South West Apartment For Rent | 1431 37 Street SW","https://www.kijiji.ca/v-apartments-condos/calgary/south-west-apartment-for-rent-1431-37-street-sw/1460810590","South West Apartment For Rent | 1431 37 Street SW","$1,300.00","1431 37 Street SW, Calgary, AB, T3C 1S6(View Map)","null","null","Maggie Manor is located in the SW Calgary residential community of Rosscarrock. The property is across the street from Westbrook Mall and the Westbrook CTrain station. Maggie Manor is located on 37th Street SW between 17th Ave SW and Bow Trail.","1,003"
"1585064619-46","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","10","https://www.kijiji.ca/b-apartments-condos/calgary/page-10/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","2 Bedroom! Bright and Spacious","https://www.kijiji.ca/v-apartments-condos/calgary/2-bedroom-bright-and-spacious/1466418713","2 Bedroom! Bright and Spacious","$1,350.00","909 7th Avenue SW, Calgary, AB, T2P 1A6(View Map)","null","null","Garden Towers is a family friendly building that offers 1- and 2-bedroom apartments located in vibrant downtown Calgary. We are walking distance to Kensington, an amazing array of stores and shops downtown, 3 blocks from the grocery stores, Prince’s Island and just steps from the LRT. Just cross the bridge and you are on Calgary’s riverside scenic bike and walking path!","840"
"1585065573-284","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","17","https://www.kijiji.ca/b-apartments-condos/calgary/page-17/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Downtown Open Concept 1 Bed + Den","https://www.kijiji.ca/v-apartments-condos/calgary/downtown-open-concept-1-bed-den/1489189257","Downtown Open Concept 1 Bed + Den","$1,630.00","T2R 1K9, Canada(View Map)","null","null","As an incentive, i’d like to offer the first month’s parking free.
Parking is an additional $150 per month.
unit is UNFURNISHED.
Pets are negotiable.
One bedroom
One bathroom
Flex room available
Air conditioning in each suite
Full size in-suite laundry
Quartz countertops
Walk-in closets
Full length window walls
Stainless steel appliances
Tall nine-foot ceilings
Keyless access
Operable windows in every suite
Nine unique floorplans to choose from
Exclusive access to Shaw’s fastest internet – Gigabit Internet
Heat, water and internet included!","900"
"1585066117-420","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","12","https://www.kijiji.ca/b-apartments-condos/calgary/page-12/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Two Bedroom Fully Furnished Spacious Condo Downtown","https://www.kijiji.ca/v-apartments-condos/calgary/two-bedroom-fully-furnished-spacious-condo-downtown/1491837590","Two Bedroom Fully Furnished Spacious Condo Downtown","$1,650.00","738 3 Ave SW, Calgary, AB T2P 0G7, Canada(View Map)","null","null","Location, Location, Location!
This fully furnished spacious two bedroom condo is located in downtown's prestigious district of Eau Claire, walking distance to YMCA, bike paths, Prince's Island park, shopping, public transportation and much more.
Both bedrooms have good quality queen size beds. The kitchen is well equipped with pots and pans. Living room has leather sofa, love seat and a chair.
The building is well managed and very secured. It has gym on the second floor.
This two bedroom condo is tastefully decorated and well furnished. There's a fair size storage in the condo. The north facing balcony is large enough to enjoy summer days.
The monthly rent includes all utilities ( electricity, gas, heat, and water).
Underground parking is available for extra $275 a month.
Just bring your suitcases and enjoy the downtown living!
Available: May 1, 2020 FOR LONG OR SHORT TERM LEASE
Rent: $1650
Deposit: one month's rent
Please contact for more information.","998"
"1585064982-139","https://www.kijiji.ca/b-apartments-condos/calgary/c37l1700199r5.0?ll=51.044733%2C-114.071883&address=Calgary%2C+Alberta","18","https://www.kijiji.ca/b-apartments-condos/calgary/page-18/c37l1700199?radius=5.0&address=Calgary%2C+Alberta&ll=51.044733,-114.071883","Renting a 2 Bedroom Condo in Mission","https://www.kijiji.ca/v-apartments-condos/calgary/renting-a-2-bedroom-condo-in-mission/1487486791","Renting a 2 Bedroom Condo in Mission","$1,700.00","323 18 Ave SW, Calgary, AB T2S 0C4, Canada(View Map)","null","null","Beautiful 2 bedroom / 2 full bathroom condo in Mission. Perfect location - walking distance to LRT, saddledome, stampede grounds, Repsol centre, elbow river pathway, 17th ave and 4th street.","900"
